Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,rt,stimulus,key_press,test_part,correct_response,trial_type,trial_index,time_elapsed,internal_node_id,correct,success,browser_events,view_history,grid,target,p_or_r,block,first_response,trial_number,sequence,is_practice,correct_pos,correct_resp_button,resp_button,cumulative_RT,actual_triplet,triplet_type
1116,1723463828815,12/08/2024 11:57:08,1723463830772,2,12/08/2024 13:57:10,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,285.5,,76,,,serial-reaction-time,1115,1000396,0.0-10508.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,10,1,64,2134,0,4,l,l,285.5,344,H
1117,1723463829686,12/08/2024 11:57:09,1723463831636,2,12/08/2024 13:57:11,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,349.69999999925494,,70,,,serial-reaction-time,1116,1001259,0.0-10519.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,10,1,65,2134,0,2,f,f,349.69999999925494,442,H
1118,1723463830490,12/08/2024 11:57:10,1723463832436,2,12/08/2024 13:57:12,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,286.19999999925494,,70,,,serial-reaction-time,1117,1002060,0.0-10530.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,10,1,66,2134,0,2,f,f,286.19999999925494,422,H
1119,1723463831229,12/08/2024 11:57:11,1723463833196,2,12/08/2024 13:57:13,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,246.19999999925494,,83,,,serial-reaction-time,1118,1002820,0.0-10541.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,10,1,67,2134,0,1,s,s,246.19999999925494,221,H
1120,1723463832084,12/08/2024 11:57:12,1723463834036,2,12/08/2024 13:57:14,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,325.7999999988824,,83,,,serial-reaction-time,1119,1003660,0.0-10552.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,10,1,68,2134,0,1,s,s,325.7999999988824,211,H
1121,1723463832878,12/08/2024 11:57:12,1723463834837,2,12/08/2024 13:57:14,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,287.09999999962747,,74,,,serial-reaction-time,1120,1004460,0.0-10563.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",R,10,1,69,2134,0,2,f,j,287.09999999962747,112,L
1122,1723463833062,12/08/2024 11:57:13,1723463835017,2,12/08/2024 13:57:15,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,163,,70,,,serial-reaction-time,1121,1004640,0.0-10564.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,10,0,69,2134,0,2,f,f,450.09999999962747,112,L
1123,1723463833992,12/08/2024 11:57:13,1723463835952,2,12/08/2024 13:57:15,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,410.59999999962747,,74,,,serial-reaction-time,1122,1005576,0.0-10574.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,10,1,70,2134,0,3,j,j,410.59999999962747,123,H
1124,1723463834890,12/08/2024 11:57:14,1723463836861,2,12/08/2024 13:57:16,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,395.40000000037253,,83,,,serial-reaction-time,1123,1006484,0.0-10585.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,10,1,71,2134,0,1,s,s,395.40000000037253,231,H
1125,1723463835790,12/08/2024 11:57:15,1723463837733,2,12/08/2024 13:57:17,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,358.30000000074506,,74,,,serial-reaction-time,1124,1007356,0.0-10596.0-0.0,,,[],,"[[1,1,1,1]]","[0,3]",P,10,1,72,2134,0,4,l,j,358.30000000074506,314,H
1126,1723463835912,12/08/2024 11:57:15,1723463837868,2,12/08/2024 13:57:17,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,123,,76,,,serial-reaction-time,1125,1007492,0.0-10597.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,10,0,72,2134,0,4,l,l,481.30000000074506,314,H
1127,1723463836789,12/08/2024 11:57:16,1723463838748,2,12/08/2024 13:57:18,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,367.2000000011176,,76,,,serial-reaction-time,1126,1008372,0.0-10607.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,10,1,73,2134,0,4,l,l,367.2000000011176,144,L
1128,1723463837685,12/08/2024 11:57:17,1723463839645,2,12/08/2024 13:57:19,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,383,,70,,,serial-reaction-time,1127,1009269,0.0-10618.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,10,1,74,2134,0,2,f,f,383,442,H
1129,1723463838558,12/08/2024 11:57:18,1723463840509,2,12/08/2024 13:57:20,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,351,,74,,,serial-reaction-time,1128,1010133,0.0-10629.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,10,1,75,2134,0,3,j,j,351,423,L
1130,1723463839348,12/08/2024 11:57:19,1723463841301,2,12/08/2024 13:57:21,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,278,,83,,,serial-reaction-time,1129,1010925,0.0-10640.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,10,1,76,2134,0,1,s,s,278,231,H
1131,1723463840263,12/08/2024 11:57:20,1723463842217,2,12/08/2024 13:57:22,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,388.5,,76,,,serial-reaction-time,1130,1011841,0.0-10651.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,10,1,77,2134,0,4,l,l,388.5,314,H
1132,1723463841172,12/08/2024 11:57:21,1723463843124,2,12/08/2024 13:57:23,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,392.7000000011176,,74,,,serial-reaction-time,1131,1012748,0.0-10662.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,10,1,78,2134,0,3,j,j,392.7000000011176,143,H
1133,1723463841957,12/08/2024 11:57:21,1723463843916,2,12/08/2024 13:57:23,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,277.90000000037253,,70,,,serial-reaction-time,1132,1013540,0.0-10673.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,10,1,79,2134,0,2,f,f,277.90000000037253,432,H
1134,1723463842877,12/08/2024 11:57:22,1723463844828,2,12/08/2024 13:57:24,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,382.59999999962747,,76,,,serial-reaction-time,1133,1014451,0.0-10684.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,10,1,80,2134,0,4,l,l,382.59999999962747,324,H
1135,1723463847958,12/08/2024 11:57:27,1723463849873,2,12/08/2024 13:57:29,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,,<h2>End of block 10</h2><br><p>Your accuracy: 89%</p><p>Your average response time: 340 ms</p><br><p class='message'><strong>Please try to be more accurate.</strong></p>,,,,html-keyboard-response,1134,1019497,0.0-10695.0,,,[],,,,,,,,,,,,,,,
1136,1723463849031,12/08/2024 11:57:29,1723463850990,2,12/08/2024 13:57:30,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,,"
    <p>Please place your fingers in this position on the keyboard:</p>
    <img src=/task/663873/37/asset/keyboard.bmp height='10%'>
    <h2>Please stay, the task will continue in a few seconds.<br><br>Please, when the first dog appears, continue the task immediately!</h2>",,,,html-keyboard-response,1135,1020614,0.0-10696.0,,,[],,,,,,,,,,,,,,,
1137,1723463849821,12/08/2024 11:57:29,1723463851773,2,12/08/2024 13:57:31,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,768.8000000007451,,76,,,serial-reaction-time,1136,1021397,0.0-10697.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,11,1,1,2134,0,4,l,l,768.8000000007451,4,X
1138,1723463850504,12/08/2024 11:57:30,1723463852468,2,12/08/2024 13:57:32,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,166.59999999962747,,74,,,serial-reaction-time,1137,1022092,0.0-10708.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",P,11,1,2,2134,0,2,f,j,166.59999999962747,42,X
1139,1723463850680,12/08/2024 11:57:30,1723463852645,2,12/08/2024 13:57:32,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,164.40000000037253,,83,,,serial-reaction-time,1138,1022268,0.0-10709.0-0.0,,,[],,"[[1,1,1,1]]","[0,1]",P,11,0,2,2134,0,2,f,s,331,42,X
1140,1723463850794,12/08/2024 11:57:30,1723463852752,2,12/08/2024 13:57:32,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,90.69999999925494,,70,,,serial-reaction-time,1139,1022375,0.0-10710.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,11,0,2,2134,0,2,f,f,421.69999999925494,42,X
1141,1723463851653,12/08/2024 11:57:31,1723463853613,2,12/08/2024 13:57:33,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,348.6000000014901,,76,,,serial-reaction-time,1140,1023236,0.0-10719.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,11,1,3,2134,0,4,l,l,348.6000000014901,424,T
1142,1723463852555,12/08/2024 11:57:32,1723463854526,2,12/08/2024 13:57:34,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,390.09999999962747,,83,,,serial-reaction-time,1141,1024149,0.0-10730.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,11,1,4,2134,0,1,s,s,390.09999999962747,241,H
1143,1723463853349,12/08/2024 11:57:33,1723463855316,2,12/08/2024 13:57:35,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,277.19999999925494,,74,,,serial-reaction-time,1142,1024940,0.0-10741.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",R,11,1,5,2134,0,3,j,j,277.19999999925494,413,L
1144,1723463854219,12/08/2024 11:57:34,1723463856180,2,12/08/2024 13:57:36,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,350.30000000074506,,74,,,serial-reaction-time,1143,1025804,0.0-10752.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,11,1,6,2134,0,3,j,j,350.30000000074506,133,H
1145,1723463855069,12/08/2024 11:57:35,1723463857021,2,12/08/2024 13:57:37,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,326.40000000037253,,70,,,serial-reaction-time,1144,1026645,0.0-10763.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,11,1,7,2134,0,2,f,f,326.40000000037253,332,L
1146,1723463855952,12/08/2024 11:57:35,1723463857909,2,12/08/2024 13:57:37,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,373.69999999925494,,76,,,serial-reaction-time,1145,1027532,0.0-10774.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,11,1,8,2134,0,4,l,l,373.69999999925494,324,H
1147,1723463856844,12/08/2024 11:57:36,1723463858793,2,12/08/2024 13:57:38,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,367,,76,,,serial-reaction-time,1146,1028416,0.0-10785.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,11,1,9,2134,0,4,l,l,367,244,L
1148,1723463857755,12/08/2024 11:57:37,1723463859704,2,12/08/2024 13:57:39,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,394,,70,,,serial-reaction-time,1147,1029327,0.0-10796.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,11,1,10,2134,0,2,f,f,394,442,H
1149,1723463858630,12/08/2024 11:57:38,1723463860598,2,12/08/2024 13:57:40,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,380.5,,76,,,serial-reaction-time,1148,1030221,0.0-10807.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,11,1,11,2134,0,4,l,l,380.5,424,T
1150,1723463859442,12/08/2024 11:57:39,1723463861394,2,12/08/2024 13:57:41,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,277.80000000074506,,83,,,serial-reaction-time,1149,1031017,0.0-10818.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,11,1,12,2134,0,1,s,s,277.80000000074506,241,H
1151,1723463860423,12/08/2024 11:57:40,1723463862365,2,12/08/2024 13:57:42,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,450.69999999925494,,83,,,serial-reaction-time,1150,1031988,0.0-10829.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,11,1,13,2134,0,1,s,s,450.69999999925494,411,L
1152,1723463861288,12/08/2024 11:57:41,1723463863246,2,12/08/2024 13:57:43,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,365.3999999985099,,74,,,serial-reaction-time,1151,1032870,0.0-10840.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,11,1,14,2134,0,3,j,j,365.3999999985099,113,H
1153,1723463862134,12/08/2024 11:57:42,1723463864094,2,12/08/2024 13:57:44,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,333.09999999962747,,83,,,serial-reaction-time,1152,1033717,0.0-10851.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,11,1,15,2134,0,1,s,s,333.09999999962747,131,T
1154,1723463863037,12/08/2024 11:57:43,1723463864989,2,12/08/2024 13:57:44,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,364.7000000011176,,76,,,serial-reaction-time,1153,1034613,0.0-10862.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,11,1,16,2134,0,4,l,l,364.7000000011176,314,H
1155,1723463863852,12/08/2024 11:57:43,1723463865808,2,12/08/2024 13:57:45,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,303.09999999962747,,70,,,serial-reaction-time,1154,1035431,0.0-10873.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,11,1,17,2134,0,2,f,f,303.09999999962747,142,L
1156,1723463864714,12/08/2024 11:57:44,1723463866687,2,12/08/2024 13:57:46,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,363.3999999985099,,70,,,serial-reaction-time,1155,1036311,0.0-10884.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,11,1,18,2134,0,2,f,f,363.3999999985099,422,H
1157,1723463865565,12/08/2024 11:57:45,1723463867541,2,12/08/2024 13:57:47,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,340.40000000037253,,83,,,serial-reaction-time,1156,1037165,0.0-10895.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,11,1,19,2134,0,1,s,s,340.40000000037253,221,H
1158,1723463866583,12/08/2024 11:57:46,1723463868558,2,12/08/2024 13:57:48,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,502.80000000074506,,83,,,serial-reaction-time,1157,1038181,0.0-10906.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,11,1,20,2134,0,1,s,s,502.80000000074506,211,H
1159,1723463867524,12/08/2024 11:57:47,1723463869497,2,12/08/2024 13:57:49,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,421.5,,70,,,serial-reaction-time,1158,1039120,0.0-10917.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,11,1,21,2134,0,2,f,f,421.5,112,L
1160,1723463868364,12/08/2024 11:57:48,1723463870333,2,12/08/2024 13:57:50,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,321.80000000074506,,74,,,serial-reaction-time,1159,1039957,0.0-10928.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,11,1,22,2134,0,3,j,j,321.80000000074506,123,H
1161,1723463869165,12/08/2024 11:57:49,1723463871127,2,12/08/2024 13:57:51,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,278.40000000037253,,83,,,serial-reaction-time,1160,1040751,0.0-10939.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,11,1,23,2134,0,1,s,s,278.40000000037253,231,H
1162,1723463870027,12/08/2024 11:57:50,1723463871998,2,12/08/2024 13:57:51,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,356.8999999985099,,76,,,serial-reaction-time,1161,1041622,0.0-10950.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",P,11,1,24,2134,0,4,l,l,356.8999999985099,314,H
1163,1723463870914,12/08/2024 11:57:50,1723463872871,2,12/08/2024 13:57:52,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,358.69999999925494,,70,,,serial-reaction-time,1162,1042494,0.0-10961.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,11,1,25,2134,0,2,f,f,358.69999999925494,142,L
1164,1723463871812,12/08/2024 11:57:51,1723463873718,2,12/08/2024 13:57:53,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,334.09999999962747,,70,,,serial-reaction-time,1163,1043342,0.0-10972.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",P,11,1,26,2134,0,2,f,f,334.09999999962747,422,H
1165,1723463872823,12/08/2024 11:57:52,1723463874789,2,12/08/2024 13:57:54,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,557.2999999988824,,76,,,serial-reaction-time,1164,1044413,0.0-10983.0-0.0,1,,[],,"[[1,1,1,1]]","[0,3]",R,11,1,27,2134,0,4,l,l,557.2999999988824,224,L
1166,1723463873752,12/08/2024 11:57:53,1723463875686,2,12/08/2024 13:57:55,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,382.69999999925494,,83,,,serial-reaction-time,1165,1045309,0.0-10994.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",P,11,1,28,2134,0,1,s,s,382.69999999925494,241,H
1167,1723463874630,12/08/2024 11:57:54,1723463876598,2,12/08/2024 13:57:56,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,398.2000000011176,,83,,,serial-reaction-time,1166,1046221,0.0-11005.0-0.0,1,,[],,"[[1,1,1,1]]","[0,0]",R,11,1,29,2134,0,1,s,s,398.2000000011176,411,L
1168,1723463875549,12/08/2024 11:57:55,1723463877510,2,12/08/2024 13:57:57,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,398.59999999962747,,74,,,serial-reaction-time,1167,1047134,0.0-11016.0-0.0,1,,[],,"[[1,1,1,1]]","[0,2]",P,11,1,30,2134,0,3,j,j,398.59999999962747,113,H
1169,1723463876410,12/08/2024 11:57:56,1723463878374,2,12/08/2024 13:57:58,143587,32,task-vmxp,,39514458,wbij5,9856551,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,3440x1440,3440x1440,,,,Alternating Serial Reaction Time (ASRT) task,37,Stroop ,350.7000000011176,,70,,,serial-reaction-time,1168,1047998,0.0-11027.0-0.0,1,,[],,"[[1,1,1,1]]","[0,1]",R,11,1,31,2134,0,2,f,f,350.7000000011176,132,L
